text,sentiment_polarity,emotion,emotional_tone,intent,formality,is_sarcastic,is_toxic,has_hidden_agenda
Congratulations on graduating! All your late nights and hard work have finally paid off!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"The team's loss in the final match was just heartbreaking. They played so well the whole tournament, it's a sad way for it to end.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
I am so frustrated with this new phone! The battery dies in three hours and it keeps crashing. This is a piece of junk!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"In your estimation, what is the most significant technological hurdle that must be overcome to make commercial space tourism widely accessible?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
"Our local park is in disrepair! We need to demand action from the city council. Call them, email them, let's make our voices heard and get our park fixed!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, great. The one time I forget my umbrella, it starts pouring rain. The universe has a *wonderful* sense of humor, doesn't it?",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
The view from the top of the mountain was so breathtakingly beautiful that it felt like I was looking at a painting created by the gods themselves! I was speechless!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"This online dating scene is like trying to find a needle in a haystack, but the haystack is also on fire.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a damn fool. Get out of my sight.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
People from that country are all so lazy. It's part of their culture.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"The senator's voting record clearly demonstrates a commitment to the values of our community, unlike his opponent who is beholden to special interests.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
"My friend in a secret society told me that the stock market is rigged by an AI that predicts human behavior. It's not about economics at all, it's about psychology!",Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I was looking for a comfortable pair of shoes for my daily walks, and I have to say, 'CloudWalkers' have been amazing for me. This is just my personal opinion, but my feet have never been happier.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
"You're not remembering my embarrassing moment correctly at all. It wasn't that bad. You're exaggerating the story to make it sound funnier, but that's not how it happened.",Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
"Finally graduated! Mubarak ho, dost! All your hard work paid off. So proud!",Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"That new book's ending was so disappointing. Itna achha plot tha, but the author just ruined it. I feel so sad.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
This traffic is making me furious! Ek ghante se yahi atka hua hoon. What nonsense is this?,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the primary ethical considerations when discussing the possibility of gene editing for human enhancement rather than for disease prevention?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
"Come on everyone, let's support this indie game developer! They poured their heart into this project. Buy the game and show them some love!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, the new office layout is just *amazing*. They replaced our desks with a single long table. It's so good for ""collaboration"" and definitely not for saving money.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just saw the Northern Lights for the first time and it was like the sky itself was alive and dancing! I have never seen anything so magical in my entire life!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to get a straight answer from customer service is like trying to nail jelly to a wall. It's a frustrating and ultimately fruitless endeavor.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are such a freaking loser. Can't you do anything right?,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
I don't trust anyone who is that obsessed with fitness. They are all narcissistic and shallow.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"The tax reform bill is a necessary measure to stimulate economic growth and encourage investment in our country's businesses, big and small.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
I heard from a guy who knows a guy that the moon isn't real! It's a hologram projected into the sky by a secret organization to control the tides. The evidence is out there!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"My new 'AcousticBliss' headphones have been amazing for my commute. This is just my personal take, but the noise cancellation is just top-notch.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
"You're completely misremembering that concert. The sound quality was terrible and you know it. You're just saying it was good because you like the band, but you're not being objective about the experience.",Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
I am over the moon for you! Congratulations on this huge achievement!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The quality of the meal delivery service was just sad. The food was bland and lukewarm. A very disappointing dinner.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
I am so sick and tired of this buggy software! It crashes every twenty minutes and I've lost my work three times today. This is infuriating!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the potential societal repercussions of an over-reliance on social media for news and information dissemination?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
"The local animal shelter is having an adoption drive this weekend! If you're looking for a furry friend, please go and you might just meet the love of your life!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, another ""urgent"" meeting that could have been summarized in a single sentence. I'm so *grateful* for the opportunity to have my time wasted like this.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
I just tried zip-lining for the first time and it was like I had grown wings and was soaring over the forest! The adrenaline rush was absolutely insane!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"Trying to get my parents to understand technology feels like trying to teach a cat how to do calculus. It's a slow, painful process for everyone involved.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You are a worthless piece of trash. The world would be better off without you.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
All corporate CEOs are greedy sociopaths who don't care about their employees.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The proposed bill is a thinly veiled attempt by the opposition to expand government control and undermine individual liberties.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
I just read that there's a secret underwater civilization that has been living in the Mariana Trench for centuries! They have technology far beyond ours. It's a massive cover-up!,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I've been on the hunt for the perfect pen, and I think I found it with the 'InkFlow 500'. I know it sounds silly, but it just writes so smoothly. It's my personal favorite now.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're not remembering the rules of the game correctly. I definitely won that last round. You're just being a sore loser and trying to change the facts.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
Super da! College mudichuta! So happy for you!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The way that TV show ended was so sad. I feel bad for the main character.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
Enna traffic idhu! I am getting so angry sitting in this bus for one hour.,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"From a historical perspective, what are the parallels between the current political climate and previous periods of significant social change?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
We need to save the rainforests! Donate to a conservation charity today. Even a small amount can help protect precious habitats and endangered species.,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, the airline lost my luggage. How *wonderful*. Just the start I wanted for my vacation. Their efficiency is truly something to behold.",Negative,Anger,Humorous,To Complain,Slang,Yes,No,No
"I just saw a meteor shower and it was the most awe-inspiring, spectacular light show I have ever seen! It felt like the universe was putting on a performance just for me!",Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"Dealing with this insurance claim is like being lost in a hall of mirrors. Every person I talk to sends me to someone else, and I'm just getting more and more confused.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
